year,pieces,descr,set
2003,45.0,Puck Passer<br>-Panrahk<br>-Panrahk - With Shadow Kraata (Promotional Set)<br>-Kurahk<br>-Kurahk - With Shadow Kraata (Promotional Set)<br>-Kurahk - With mini CD-ROM<br>-Lerahk<br>-Lerahk - With Shadow Kraata (Promotional Set)<br>-Guurahk<br>-Guurahk - With Shadow Kraata (Promotional Set)<br>-Vorahk<br>-Vorahk - With Shadow Kraata<br>-Vorahk - With mini CD-ROM<br>-Turahk - With Shadow Kraata,Sets:<br>-
2007,102.0,Droids Battle Pack,"Set: "
1983,20.0,Building Cards - 1030<br>-Town Figures,Sets:<br>-
1995,11.0,Freestyle Duck<br>-Freestyle Trial Set,Sets:<br>-
2015,711.0,Deep Sea Exploration Vessel,"Set: "
2003,7.0,Skateboarder Bill Chupa Chups Promotional,"Set: "
2003,2126.0,Lego Mosaic Cat<br>-Lego Mosaic Johnny Thunder,Sets:<br>-
2004,70.0,Birthday Pack Heart<br>-Birthday Pack Daisy<br>-Birthday Pack Star,Sets:<br>-
2009,165.0,Street Speeder<br>-Mini Bulldozer<br>-Build your own Holiday Countdown Candle<br>-Black Plates - Large Package,Sets:<br>-
2015,479.0,Vultrix's Sky Scavenger,"Set: "
1985,24.0,Lego Basic Figures - 24 elements<br>-Hubs and Tyres<br>-Space Sledge with Astronaut and Robot,Sets:<br>-
2001,35.0,Pirate's Treasure Hunt (Quaker Oats promo)<br>-Gali,Sets:<br>-
2002,143.0,Slammer Raptor,"Set: "
2011,46.0,Ninja Training Outpost<br>-AAT - Mini<br>-AT-ST - Mini,Sets:<br>-
1999,217.0,Coast Guard HQ<br>-Snowspeeder<br>-Advanced Air Power Set,Sets:<br>-
1993,61.0,Sonar Security,"Set: "
1969,18.0,6 bricks with 16 and 20 studs and 3 Angle Bricks,"Set: "
1994,4.0,Balloon Tires Medium<br>-Balloon Tires Large<br>-Balloon Tires Small,Sets:<br>-
1986,238.0,Polar Copter,"Set: "
2000,73.0,Busy City - Master Builders (Masterbuilders)<br>-Frost + Dust (8511 + 8513),Sets:<br>-
1991,7.0,Bathroom,"Set: "
2010,696.0,Deluxe Brick Box,"Set: "
1986,99.0,Mobile Command Unit,"Set: "
2009,815.0,Winter Toy Shop,"Set: "
2000,50.0,2 x 4 Black Bricks<br>-2 x 4 Dark Green Bricks<br>-2 x 4 Red Bricks<br>-1 x 4 Black Bricks<br>-1 x 4 Dark Green Bricks<br>-1 x 4 Red Bricks<br>-1 x 6 Black Bricks<br>-1 x 6 Light Gray Bricks<br>-1 x 6 White Bricks<br>-1 x 6 Dark Green Bricks<br>-1 x 6 Red Bricks<br>-1 x 6 Black Plates<br>-1 x 6 White Plates<br>-1 x 6 Red Plates<br>-2 x 4 Roof Tile Red<br>-2 x 4 Dark Gray Bricks<br>-2 x 4 Tan Bricks<br>-Knight's Catapult<br>-Island Racer,Sets:<br>-
2008,216.0,Pink Brick Box,"Set: "
1990,37.0,Wave Racer,"Set: "
1974,526.0,Farm Set,"Set: "
2013,503.0,Gorzan&#39;s Gorilla Striker,"Set: "
2004,152.0,The Ultimate Jewelry Collection,"Set: "
2005,499.0,Hans Christian Andersen Bucket,"Set: "
2011,119.0,Mini Container Truck,"Set: "
2015,155.0,Cherry Picker<br>-458 Italia GT2,Sets:<br>-
2004,18.0,Advent Calendar 2004 Creator (Day 20) Leaf Ornament<br>-Glamour Girl Purse,Sets:<br>-
2007,135.0,Angler Ambush,"Set: "
2001,298.0,Hagrid's Hut,"Set: "
1983,180.0,Desert Racer,"Set: "
2015,88.0,Vet Ambulance<br>-AT-AT,Sets:<br>-
2003,147.0,Fire Squad HQ,"Set: "
2005,55.0,Snow Queen<br>-Toa Norik,Sets:<br>-
2000,618.0,Dino Research Compound,"Set: "
1973,110.0,London Bus,"Set: "
1985,624.0,Basic Building Set,"Set: "
1980,139.0,Paramedic Unit<br>-Mobile Lab,Sets:<br>-
1995,32.0,"Freestyle Set<br>-Wheels, Bearings and Suspension<br>-Fun-Day Sundaes<br>-Sea Sprint 9",Sets:<br>-
1989,56.0,"Small Plates, Disks and Cones","Set: "
2000,191.0,All Terrain Trapper,"Set: "
2010,125.0,"Playhouse Set<br>-LEGO Store Grand Re-opening Exclusive Set, Mall of America, Bloomington, MN",Sets:<br>-
1978,25.0,Ambulance,"Set: "
2014,433.0,Scorm's Scorpion Stinger,"Set: "
2007,63.0,Toa Mahri Kongu,"Set: "
1961,12.0,1 x 6 x 3 Window with Frame,"Set: "
2015,443.0,Pop Star Show Stage<br>-First Order Snowspeeder™,Sets:<br>-
2008,99.0,Prisoner Transport - Blue Sticker Version<br>-Early Simple Machines Set,Sets:<br>-
2011,35.0,Radiator Springs Lightning McQueen,"Set: "
2003,468.0,Lunar Lander,"Set: "
1982,31.0,Mini-Figure Set,"Set: "
1993,106.0,Cannon Cove,"Set: "
2011,1094.0,Queen Anne’s Revenge,"Set: "
2012,429.0,The Crazy Scientist & His Monster<br>-Attack on Weathertop,Sets:<br>-
2009,34.0,Yellow Airplane,"Set: "
1978,267.0,Cargo Station,"Set: "
1971,127.0,Refrigerator Truck and Trailer,"Set: "
2001,716.0,Aero Tube Hanger,"Set: "
2000,60.0,Grandstand with Lights,"Set: "
2010,163.0,Luke's Landspeeder,"Set: "
1993,9.0,The LEGO TECHNIC Team / Team,"Set: "
2000,139.0,Vision Command [RCX Digital Colour Camera],"Set: "
2012,279.0,Lego Brand Retail Store<br>-Ultimate Race Set,Sets:<br>-
2016,556.0,StarScavenger,"Set: "
2016,74.0,Kylo Ren<br>-Mighty Micros: Spider-Man vs. Green Goblin,Sets:<br>-
1992,128.0,Sea Serpent<br>-LEGO TECHNIC and Pneumatic elements,Sets:<br>-
2012,2130.0,R2-D2,"Set: "
2009,438.0,Thornatus V9,"Set: "
1996,4.0,Micro Motor<br>-Lighting Brick<br>-Belville Hospital Accessories,Sets:<br>-
1968,76.0,Fire Engine,"Set: "
2013,91.0,Iron Man vs. The Mandarin: Ultimate Showdown,"Set: "
1970,218.0,Large House Set,"Set: "
2006,21.0,Baby Zoo<br>-QUICK Good Guy White<br>-QUICK Good Guy Red<br>-Velika<br>-Garan,Sets:<br>-
2011,298.0,Turbo Shredder,"Set: "
1988,65.0,Police Helicopter,"Set: "
1978,55.0,Mobile Crane<br>-Forklift & Truck,Sets:<br>-
2015,40.0,Demolition Driller<br>-Car,Sets:<br>-
2016,29.0,Arctic<br>-Slimer Fun Pack,Sets:<br>-
1983,250.0,Dragster,"Set: "
1993,23.0,"Starion Patrol<br>-Gear Wheels Etc. / Gear Wheels, Worm Gears, Universal Joints and Gear Racks",Sets:<br>-
1954,5.0,Individual 2 x 8 Bricks<br>-Individual 2 x 10 Bricks<br>-Individual 2 x 12 Bricks<br>-Individual 2 x 14 Bricks<br>-Individual 4 x 4 Corner Bricks,Sets:<br>-
2014,428.0,Toxikita&#39;s Toxic Meltdown,"Set: "
2010,810.0,AT-AT Walker,"Set: "
2008,54.0,ZX Turbo<br>-Bitil,Sets:<br>-
2012,152.0,Safari Building Set<br>-Blue Roadster,Sets:<br>-
1981,18.0,Trees & Flowers,"Set: "
2016,108.0,Akida Creature of Water,"Set: "
1981,152.0,Summer Cottage,"Set: "
2012,18.0,"Advent Calendar 2012, Friends (Day 22) - Christmas Tree<br>-Read & Build Grow Caterpillar Grow<br>-Advent Calendar 2012, Star Wars (Day 16) - Naboo Royal Shuttle<br>-Lloyd ZX",Sets:<br>-
2009,263.0,Baranus V7,"Set: "
2009,259.0,Cave Crusher,"Set: "
1973,150.0,Building Set<br>-Swiss Villa<br>-Swiss Villa,Sets:<br>-
2013,596.0,United Nations Headquarters,"Set: "
1985,120.0,ERBIE the Robo-Car,"Set: "
2013,140.0,Friends Calendar [English],"Set: "
1992,32.0,Renault Formula 1 Racer,"Set: "
1990,695.0,Build-N-Store Chest,"Set: "
2008,956.0,Space Skulls,"Set: "
1975,236.0,1926 Renault,"Set: "
1961,26.0,"1 x 2 x 4 Glass Door in Frame, Left","Set: "
1986,19.0,Santa Claus,"Set: "
2012,70.0,Mini Sports Car<br>-The Swamp Creature,Sets:<br>-
2001,28.0,"Vakama<br>-Nesquik Promotional Set: Quicky the Bunny, Director, Cameraman and Car<br>-Vakama<br>-Whenua",Sets:<br>-
2011,30.0,Furno 2.0<br>-Surge 2.0<br>-Rocka 3.0<br>-Bulk 3.0<br>-Creationary Booster Pack<br>-Pirates of the Caribbean Battle Pack<br>-Minifigure Wedding Favor Set,Sets:<br>-
2014,44.0,Monthly Mini Model Build January 2014 - Snowplough<br>-Monthly Mini Model Build April 2014 - Helicopter<br>-Ferrari F12 Berlinetta<br>-Arctic Snowmobile,Sets:<br>-
1998,197.0,Aerial Recovery,"Set: "
2013,96.0,Easter Bunny with Basket,"Set: "
2005,2792.0,Skyline,"Set: "
2008,887.0,The Twilight - Limited Edition,"Set: "
2007,65.0,Night Blazer,"Set: "
2004,420.0,Hot Rod,"Set: "
2004,12.0,Advent Calendar 2004 Creator (Day 13) Santa Ornament<br>-Advent Calendar 2004 Creator (Day 23) Tree<br>-Sweet Dreamy Jewels<br>-LEGO Japan Spinning Top,Sets:<br>-
2001,232.0,Forklift Truck,"Set: "
1995,27.0,Freestyle Set,"Set: "
1991,23.0,Police Car<br>-Plane Accessories,Sets:<br>-
2010,48.0,Parrot,"Set: "
2001,38.0,Rosita's Wonderful Stable,"Set: "
2012,812.0,Highway Pickup,"Set: "
2003,89.0,Trendy Tote Hot Pink<br>-Nitro Stunt Bike,Sets:<br>-
2003,23.0,Robots - ANA Promotion<br>-Track Racer,Sets:<br>-
2016,646.0,Drag Racer,"Set: "
2009,63.0,Mini Jet,"Set: "
2007,245.0,ETX Alien Strike<br>-The Shipwreck,Sets:<br>-
1979,376.0,Police Headquarters,"Set: "
2015,2995.0,The SHIELD Helicarrier,"Set: "
2014,26.0,School Bus<br>-Advent Calendar 2014 Star Wars (Day 23) - Holiday Fireplace,Sets:<br>-
2001,16.0,Police Copter<br>-Adventurous Puppies,Sets:<br>-
2014,439.0,Micro World - The End,"Set: "
2001,6.0,Handy Camera<br>-Skeleton<br>-Tree 1,Sets:<br>-
1988,117.0,Lunar Transporter Patroller,"Set: "
2003,68.0,Black Slopes 33 3 x 2 and 3 x 4<br>-Cross Axles<br>-Skateboard Street Park,Sets:<br>-
2007,393.0,Service Station,"Set: "
2007,165.0,Hydraxon,"Set: "
2016,15.0,Savanna<br>-Cole foil pack,Sets:<br>-
1969,12.0,4 Small Wheels with Accessories,"Set: "
2015,115.0,Batman & Super Angry Kitty Attack,"Set: "
1991,68.0,Broadside's Brig,"Set: "
2013,225.0,BARC Speeder with Sidecar,"Set: "
2016,2466.0,Batman Classic TV Series - Batcave,"Set: "
2007,709.0,Ferrari 248 F1 Team (Schumacher Edition),"Set: "
2002,65.0,A.I.R. Patrol Jet,"Set: "
2011,20.0,Chopov<br>-Sensei Wu<br>-Fire Truck<br>-Advent Calendar 2011 Star Wars (Day 18) - Anakin's Y-wing Starfighter<br>-Advent Calendar 2011 Star Wars (Day 4) - Separatist Spider Droid<br>-Advent Calendar 2011 Star Wars (Day  5) - Boba Fett's Slave I,Sets:<br>-
1994,64.0,Toggle Joints & Connectors<br>-Islander Catamaran<br>-Connector Pegs,Sets:<br>-
2015,195.0,Snowplow Truck,"Set: "
2003,106.0,Zonic Strike,"Set: "
2003,9.0,"Dash, Mission Deep Sea, Chupa Chups Promotional<br>-Advent Calendar 2003 Creator (Day 12) Snail<br>-Advent Calendar 2003 Creator (Day 18) Present<br>-Advent Calendar 2003 Creator (Day  2) Little Girl<br>-Advent Calendar 2003 Creator (Day  5) Little Boy<br>-Advent Calendar 2003 Creator (Day  8) Parrot",Sets:<br>-
2001,1747.0,Rebel Blockade Runner - UCS,"Set: "
1982,10.0,"Round Bricks (2 x 2), White<br>-Fences and Gates",Sets:<br>-
2001,582.0,Pneumatic Front End Loader,"Set: "
2014,43.0,Monthly Mini Model Build May 2014 - Dragon<br>-Turtle&#039;s Little Paradise<br>-Lion Cub&#039;s Savannah,Sets:<br>-
2009,72.0,"LEGO Store Grand Opening Exclusive Set, Easton Town Center, Columbus, OH","Set: "
2008,280.0,Lego Box,"Set: "
1987,359.0,Holiday Home,"Set: "
1983,46.0,Seismologic Vehicle (Sismobile),"Set: "
2004,44.0,"Wild Pod<br>-Wild Pod (Toy Fair Nuernberg Promotion)<br>-Toa Onewa<br>-King Mathias (Series 1) Limited Edition with Map and Cape, US",Sets:<br>-
2000,24.0,Aeroplane<br>-Fire Cart<br>-Three Minifig Pack - Ninja #2<br>-Three Minifig Pack - City #2<br>-Shoot 'n' Score - without ZIDANE / Adidas Minifig<br>-Shoot 'n' Score - with ZIDANE / Adidas Minifig<br>-Point Shooting<br>-Castle Expander Pack<br>-Fire Attack,Sets:<br>-
1999,158.0,Exploration Mars,"Set: "
2014,12.0,"Farm Animals<br>-Advent Calendar 2014, Friends (Day 14) - Goblets and Food<br>-Advent Calendar 2014, Friends (Day 15) - Sink<br>-Rocket Raccoon<br>-TIE Fighter",Sets:<br>-
1977,127.0,Cargo Wagon,"Set: "
2002,245.0,Gigamesh G60,"Set: "
1997,14.0,Jack in the Box Promotional Set: Bob<br>-Kitchen Accessories,Sets:<br>-
1991,9.0,Cylinder Motor,"Set: "
1986,114.0,Armor Shop,"Set: "
2013,848.0,Jabba&#39;s Sail Barge,"Set: "
2013,1275.0,Service Truck,"Set: "
1984,416.0,Knight's Castle,"Set: "
1954,4.0,Individual 1 x 6 x 4 Panorama Window (with glass)<br>-Individual 1 x 6 x 3 3-Pane Window (with glass)<br>-Individual 1 x 6 x 3 Shutter Window (with glass)<br>-Individual 1 x 4 x 3 Window (with glass)<br>-Individual 1 x 3 x 3 Window (with glass)<br>-Individual 1 x 2 x 4 Door (with glass),Sets:<br>-
2012,689.0,The Batcave,"Set: "
2002,165.0,Black Plates - Large Package,"Set: "
2006,483.0,LEGO Standard Starter Set,"Set: "
1998,52.0,Wind Runners,"Set: "
2004,26.0,Orange Speedboat<br>-Helicopter Promotional (Duracell),Sets:<br>-
1995,199.0,Freestyle Bricks and Plates,"Set: "
2001,189.0,Recon-Mech RP,"Set: "
2009,143.0,Go-Kart,"Set: "
2011,81.0,Bounty Hunter Gunship - Mini<br>-Sting Striker,Sets:<br>-
2005,161.0,Passenger Plane - SWISS Version,"Set: "
2006,211.0,Piraka Outpost,"Set: "
2014,93.0,Shell Tanker<br>-Stephanie's New Born Lamb,Sets:<br>-
2015,194.0,Mia's Roadster<br>-Ant-Man Final Battle,Sets:<br>-
1990,410.0,Basic Building Set,"Set: "
1980,113.0,Crane Wagon with Small Container,"Set: "
1999,658.0,Droid Developer Kit,"Set: "
2011,227.0,My First LEGO Set,"Set: "
2011,117.0,"Holiday Set 2 of 2<br>-The Routemaster Bus (LEGO Store Grand Opening Set, Westfield, London, UK)<br>-Coin Bank, Pharaoh's Quest",Sets:<br>-
2009,16.0,Pirate Survival<br>-Zesk<br>-Collectible Display Set 3 - San Diego Comic-Con 2009 Exclusive,Sets:<br>-
2014,311.0,Summer Caravan<br>-Infearno Interception,Sets:<br>-
2008,33.0,Coast Guard Quad Bike,"Set: "
1972,36.0,Low-Loader with Excavator,"Set: "
2009,6.0,Bionicle Glatorian Legends Collection<br>-LEGO Star Wars: The Visual Dictionary<br>-Advent Calendar 2009 Pirates (Day 15) - Clam and Plant<br>-Advent Calendar 2009 Pirates (Day 17) - Imperial Soldier II<br>-Advent Calendar 2009 Pirates (Day  1) - Captain Brickbeard<br>-Advent Calendar 2009 Pirates (Day  4) - Imperial Soldier II Officer<br>-City Super Pack 6 in 1 (7630 5610 5612 5613 7942 7236)<br>-Advent Calendar 2009 City (Day 21) Lumberjack<br>-Star Wars 10th Anniversary Stormtrooper Magnet<br>-Power Functions Train Accessories Pack<br>-Power Miners Collection<br>-Bionicle Glatorian Collection,Sets:<br>-
2003,80.0,Jewels-n-Rings<br>-Jewels-n-Bands,Sets:<br>-
1983,265.0,Holiday Home,"Set: "
2009,307.0,Quad Bike,"Set: "
2016,222.0,Fast Car,"Set: "
1991,80.0,Cafe Racer,"Set: "
2010,83.0,AT-AT Walker - Mini,"Set: "
1985,48.0,Red/Black Plates<br>-Steam Shovel,Sets:<br>-
1975,62.0,Rescue Helicopter,"Set: "
2006,931.0,Roaring Roadsters,"Set: "
1993,37.0,Ghostly Hideout<br>-Space Elements<br>-Medieval Knights,Sets:<br>-
2006,137.0,Airline Promotional Set<br>-Passenger Plane - KLM Version<br>-Rogue Knight Battleship,Sets:<br>-
1977,133.0,12V Locomotive,"Set: "
1995,185.0,Jailbreak Joe,"Set: "
1973,23.0,Bureau,"Set: "
2012,8.0,"Advent Calendar 2012, Friends (Day 9) - Breakfast<br>-Advent Calendar 2012, Friends (Day 11) - Present for Dog<br>-Advent Calendar 2012, Friends (Day 15) - Sled Trailer #2<br>-Advent Calendar 2012, Friends (Day 17) - Mailbox with Letter<br>-Advent Calendar 2012, Friends (Day 18) - Lime/White Present With Letter<br>-Advent Calendar 2012, Friends (Day 20) - Flower Arrangement<br>-Advent Calendar 2012, City (Day 13) Desk with Computer and Chair<br>-Advent Calendar 2012, City (Day 22) Santa's Sled<br>-Advent Calendar 2012, City (Day 2) Chainsaw with Logs<br>-Advent Calendar 2012, City (Day 4) Stairs and Star for Tree<br>-Darth Maul<br>-Skater Girl - Complete Set<br>-Lady Liberty - Complete Set<br>-Bandit - Complete Set<br>-Minotaur - Complete Set<br>-Daredevil - Complete Set<br>-Conquistador - Complete Set<br>-Football Player - Complete Set<br>-Diver - Complete Set<br>-Fairy - Complete Set<br>-Advent Calendar 2012, Star Wars (Day 23) - Snowman R2-D2<br>-Advent Calendar 2012, Star Wars (Day 3) - Gungan Battle Depot<br>-LEGO Store Grand Opening Exclusive Set, Alderwood Mall, Lynnwood, WA",Sets:<br>-
1999,123.0,Classic Trial Size,"Set: "
2009,28.0,Farmer & Tractor<br>-Off Road Racer<br>-Black Racer Polybag,Sets:<br>-
1981,8.0,Hinges<br>-Brick Hinges<br>-Replacement Rubber Wheel Treads for Trains<br>-Blue Space Elements,Sets:<br>-
1988,30.0,Race Car,"Set: "
2004,913.0,City Airport -City Logo Box<br>-City Airport -Full Size Image Box,Sets:<br>-
1990,122.0,Delivery Truck,"Set: "
2015,5.0,Electro<br>-2015 Target Minifigure Gift Set<br>-Hot Dog Man<br>-Homer<br>-Hans Moleman<br>-Groundskeeper Willie<br>-Dr Hibbert<br>-Martin<br>-Professor Frink<br>-Banshee<br>-Square Foot<br>-Fly Monster<br>-All New Captain America (Sam Wilson) - San Diego Comic-Con 2015 Exclusive<br>-Justice League vs Bizarro League DVD/Blu-Ray,Sets:<br>-
1973,89.0,Piano,"Set: "
2009,38.0,Snowman<br>-Jeep,Sets:<br>-
1966,156.0,Tiles (System),"Set: "
2003,66.0,Jungle River,"Set: "
2004,173.0,Doc Ock&#039;s Bank Robbery,"Set: "
2004,982.0,Maersk Sealand Container Ship 2004 Edition,"Set: "
1969,141.0,47 1/3 elements (plates),"Set: "
2002,187.0,Naboo Starfighter - UCS,"Set: "
1999,25.0,Road Burner<br>-Space Port Moon Buggy<br>-Raft<br>-Cart<br>-Go-Cart<br>-Moon Buggy<br>-Radar Buggy<br>-Classic Trial Size<br>-Fairy Tale Accessories,Sets:<br>-
1998,79.0,"Medic's Station<br>-Sea Creeper (with Stingray Baseplate, Raised)",Sets:<br>-
1999,62.0,"Bricks Assorted, Green<br>-Droid Fighter<br>-Basic Bricks (red)<br>-Basic Bricks (yellow)<br>-Basic Bricks (black)",Sets:<br>-
1986,27.0,Basic Set Trial Size,"Set: "
2009,250.0,Darth Vader's TIE Fighter,"Set: "
2016,53.0,Fire Car<br>-Volcano Jackhammer<br>-Party Styling,Sets:<br>-
2014,432.0,Knowhere Escape Mission,"Set: "
2010,73.0,Freeing Dobby,"Set: "
2016,513.0,Service Station,"Set: "
1979,48.0,Knight's Procession,"Set: "
1995,283.0,Nighthawk / Sky Wasp,"Set: "
1987,206.0,Fire Fighting Boat<br>-Motor Speedway,Sets:<br>-
2008,252.0,Build Your Own LEGO Harbor,"Set: "
1988,81.0,Road & Trail 4x4,"Set: "
2003,153.0,Hockey Game Set<br>-Highway Patrol & Undercover Van,Sets:<br>-
2013,21.0,"Monthly Mini Model Build May 2013 - Kingfisher<br>-Advent Calendar 2013, City (Day 12)<br>-Lego Reindeer Holiday Bauble",Sets:<br>-
2002,35.0,Rapid Response Tanker,"Set: "
2014,343.0,Ice Cream Machine,"Set: "
2009,189.0,River Heist,"Set: "
1984,4.0,TECHNIC wheels with hubs,"Set: "
2001,143.0,Aircraft and Ground Crew,"Set: "
1981,246.0,Star Fleet Voyager,"Set: "
1987,10.0,"Fences and Gates<br>-Crown Wheels, Gear Racks, Point Wheels, Worm Gears",Sets:<br>-
2012,246.0,Fangpyre Mech,"Set: "
1986,397.0,TECHNIC Control I,"Set: "
2000,125.0,A-wing Fighter,"Set: "
1999,248.0,ROBOLAB Amusement Park Set,"Set: "
2009,208.0,Solomon R. Guggenheim Museum<br>-Krusty Krab Adventures<br>-Jump Riders,Sets:<br>-
1958,30.0,Small Store Set<br>-2 x 8 Bricks<br>-4 x 4 Corner Bricks,Sets:<br>-
2005,219.0,Robo Platoon,"Set: "
1997,76.0,Scuba Squad,"Set: "
1958,240.0,1 x 1 Bricks,"Set: "
2016,98.0,Ultimate Macy,"Set: "
1996,195.0,Scorpion Detector<br>-Rally Racers,Sets:<br>-
1997,127.0,Small Freestyle Clearpack<br>-Octan Gas Station,Sets:<br>-
2002,426.0,Jango Fett™,"Set: "
2002,697.0,Republic Gunship,"Set: "
2009,387.0,Monster Crushers,"Set: "
1983,34.0,Basic Set,"Set: "
1966,7.0,Large Wheels with Axles (The Building Toy)<br>-7 Named Beams (The Building Toy),Sets:<br>-
1980,163.0,Bedroom,"Set: "
1990,509.0,Mega Core Magnetizer,"Set: "
2012,309.0,Rattlecopter,"Set: "
2012,346.0,Big Ben,"Set: "
1981,17.0,"Battery Cable Kit: 16 Connectors, 3m Cable<br>-Barney Bear",Sets:<br>-
2010,932.0,King's Castle,"Set: "
2010,50.0,Prison Carriage Rescue,"Set: "
2012,17.0,"Lex Luthor<br>-Advent Calendar 2012, City (Day 5) Wall with Fireman Equipment<br>-Advent Calendar 2012, City (Day 7) Toy Fire Engine with Remote<br>-Display Stand<br>-Pick-up Truck",Sets:<br>-
2015,2463.0,Ferris Wheel,"Set: "
2015,4.0,Admiral Yularen<br>-Speed Champions Collection<br>-LEGO® Mixels™ Weldos<br>-Maggie,Sets:<br>-
1970,45.0,Baggage Carts,"Set: "
1992,253.0,Solar Snooper,"Set: "
2013,1173.0,Republic Gunship,"Set: "
1986,174.0,Universal Building Set,"Set: "
1998,14.0,Kellogg's Promotional Set: Duck<br>-Bird<br>-Crane and Digger Accessories<br>-Differentials,Sets:<br>-
2011,245.0,Power Boat Transporter,"Set: "
2012,400.0,Attack of the Wargs,"Set: "
2012,299.0,Anakin's Jedi Interceptor,"Set: "
2009,574.0,Hauler,"Set: "
1989,37.0,Star Quest,"Set: "
2009,119.0,Robo Champ,"Set: "
2002,20.0,Small Soccer Set 1 (Polybag)<br>-1 x 8 Beams<br>-1 x 10 Beams<br>-Tacho Wheels (Pack of 20),Sets:<br>-
2014,42.0,Police ATV<br>-Tiger&#039;s Beautiful Temple<br>-Castle Dragons Accessory Set<br>-Rebel Micro Ghost,Sets:<br>-
2007,240.0,Fun Building with LEGO Bricks,"Set: "
2002,159.0,Riding Stables,"Set: "
1999,213.0,Roadside Repair,"Set: "
1989,121.0,Galactic Peace Keeper,"Set: "
2014,13.0,"Advent Calendar 2014, Friends (Day 11) - Stove<br>-Advent Calendar 2014, Friends (Day 13) - Sideboard<br>-Advent Calendar 2014, Friends (Day 5) - Holiday Window Scene<br>-Charlie The Puppy<br>-Advent Calendar 2014 City (Day 16) Santa's Snowmobile<br>-Advent Calendar 2014 Star Wars (Day 9) - Anakin&#039;s Jedi Starfighter<br>-Grumlo Promo Minifigure",Sets:<br>-
2013,211.0,Legends Of Chima<br>-Flatbed Truck,Sets:<br>-
2013,97.0,Nest Dive<br>-Skunk Attack,Sets:<br>-
1970,56.0,Front-End Loader,"Set: "
1979,172.0,Space Cruiser<br>-Space Cruiser,Sets:<br>-
1987,31.0,Ship,"Set: "
2010,686.0,Winter Village Bakery,"Set: "
2013,489.0,Heartlake High,"Set: "
2009,46.0,Rally Sprinter<br>-Strakk,Sets:<br>-
2011,709.0,My First LEGO Town,"Set: "
2008,11.0,Advent Calendar 2008 City (Day  6) Ice Cream Cart and Sundae,"Set: "
1994,88.0,Plates (Red)<br>-Plates (Blue)<br>-Plates (Yellow),Sets:<br>-
1987,154.0,Snorkel Squad,"Set: "
1994,155.0,King Kahuka&#039;s Throne,"Set: "
1981,22.0,Moon Buggy,"Set: "
2012,39.0,Hidden Sword<br>-Emma's Splash Pool<br>-The Hulk<br>-Surge<br>-Nex<br>-XT4,Sets:<br>-
2004,500.0,Build and Create<br>-LEGO Creator Bucket,Sets:<br>-
2015,1063.0,City of Stiix,"Set: "
2011,178.0,"MBA Level One - Kit 1, Space Designer<br>-Blacksmith Shop",Sets:<br>-
2012,424.0,Heartlake Stables,"Set: "
2015,234.0,Bricktober Bakery<br>-Soldiers Fort,Sets:<br>-
2016,200.0,Macy's Thunder Mace,"Set: "
1983,324.0,Freight Loading Depot with Wagon,"Set: "
2012,399.0,Pre Vizsla's Mandalorian Fighter,"Set: "
1955,200.0,1 x 1 Round Bricks,"Set: "
1998,201.0,Bucketful of Fun,"Set: "
1985,196.0,House Accessories - 182 elements,"Set: "
1981,39.0,Ambulance,"Set: "
